Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.900,2,0,35.156
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.016,3,0.2,4.730
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.560,6,0,0.302
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Storage,37.208,1,0.2,-7.442
Standard Class,Corporate,United States,Cincinnati,Ohio,45231,East,Office Supplies,Envelopes,57.576,3,0.2,21.591
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Storage,725.840,4,0,210.494
First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,209.930,7,0,92.369
First Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Furnishings,5.280,3,0,2.323
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,10.920,3,0.2,4.095
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Paper,8.820,2,0,4.057
First Class,Corporate,United States,Inglewood,California,90301,West,Office Supplies,Art,5.980,1,0,1.555
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,11.648,2,0.2,4.077
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,18.176,4,0.2,5.907
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Storage,59.712,6,0.2,5.971
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Labels,24.840,3,0.2,8.694
Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,2.080,5,0.8,-3.432
Second Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,1114.400,7,0.2,376.110
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Tables,1038.840,5,0.2,51.942
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,141.760,5,0.2,47.844
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Accessories,239.800,5,0.2,47.960
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Paper,31.104,6,0.2,10.886
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Binders,254.058,7,0.7,-169.372
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Appliances,194.528,2,0.2,24.316
Second Class,Corporate,United States,Tamarac,Florida,33319,South,Office Supplies,Supplies,961.480,5,0.2,-204.315
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,19.096,7,0.2,6.684
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,18.496,8,0.2,6.242
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Technology,Accessories,255.984,2,0.2,54.397
Second Class,Home Office,United States,Columbus,Ohio,43229,East,Furniture,Bookcases,86.970,3,0.5,-48.703
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,300.416,8,0.2,78.859
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,230.352,3,0.2,20.156
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,218.352,3,0.2,-24.565
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,78.600,5,0.7,-62.880
First Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Fasteners,27.552,3,0.2,9.299
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,32.400,5,0,15.552
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Storage,1082.480,8,0,10.825
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Paper,56.910,3,0,27.317
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Furniture,Furnishings,77.600,4,0,38.024
Standard Class,Corporate,United States,Belleville,New Jersey,7109,East,Office Supplies,Binders,14.280,1,0,6.569
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,219.075,3,0.5,-131.445
Second Class,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,26.800,2,0,12.864
Standard Class,Corporate,United States,Taylor,Michigan,48180,Central,Office Supplies,Art,9.840,3,0,2.854
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Binders,45.480,3,0,20.921
Standard Class,Home Office,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,289.200,6,0,83.868
First Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Art,4.890,1,0,2.005
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.136,4,0.2,3.595
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Chairs,466.768,2,0.2,52.511
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Furniture,Furnishings,15.232,1,0.2,1.714
Second Class,Corporate,United States,Arvada,Colorado,80004,West,Office Supplies,Labels,6.264,3,0.2,2.036
Standard Class,Corporate,United States,Hackensack,New Jersey,7601,East,Furniture,Furnishings,87.540,3,0,37.642
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Technology,Phones,178.384,2,0.2,22.298
Standard Class,Corporate,United States,Saint Petersburg,Florida,33710,South,Office Supplies,Paper,15.552,3,0.2,5.443
First Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,99.136,4,0.2,8.674
Standard Class,Home Office,United States,New York City,New York,10024,East,Furniture,Chairs,135.882,1,0.1,24.157
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Machines,3991.980,2,0,1995.990
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,275.940,6,0,80.023
Standard Class,Home Office,United States,New York City,New York,10024,East,Technology,Accessories,360.000,4,0,129.600
Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Storage,43.570,1,0,13.071
Standard Class,Corporate,United States,Long Beach,California,90805,West,Office Supplies,Fasteners,7.160,2,0,3.580
Standard Class,Corporate,United States,Hesperia,California,92345,West,Office Supplies,Binders,251.520,6,0.2,81.744
Standard Class,Corporate,United States,Hesperia,California,92345,West,Technology,Accessories,99.990,1,0,34.997
Second Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Furniture,Furnishings,15.992,1,0.2,1.000
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,290.898,3,0.4,-67.876
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,54.224,2,0.2,3.389
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,786.744,4,0.3,-258.502
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Labels,100.240,10,0.2,33.831
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,37.764,6,0.7,-27.694
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,82.800,2,0.4,-20.700
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,20.724,2,0.7,-13.816
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.896,3,0.7,-3.427
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,4.752,1,0.2,1.604
Second Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Copiers,959.984,2,0.2,335.994
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,14.368,4,0.2,4.490
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,7.712,2,0.2,2.796
Standard Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Tables,698.352,3,0.2,-17.459
Second Class,Consumer,United States,Layton,Utah,84041,West,Office Supplies,Fasteners,4.960,4,0,2.331
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,17.856,4,0.2,1.116
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,509.970,10,0.7,-407.976
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,30.992,13,0.2,10.072
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,71.928,12,0.4,8.392
Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Storage,88.800,4,0.2,-2.220
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,47.976,3,0.2,4.798
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,7.560,3,0,3.100
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,24.560,2,0,11.543
Standard Class,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Art,12.960,2,0,4.147
First Class,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,6.790,1,0,2.309
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,24.560,2,0,11.543
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,3.048,1,0.2,1.067
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,49.120,4,0,23.086
First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,4355.168,4,0.2,1415.430
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,388.704,6,0.2,-4.859
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,8.260,2,0,3.800
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,17.040,4,0,6.986
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,34.400,5,0,15.824
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,36.240,5,0.2,11.325
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,647.840,8,0,168.438
First Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Labels,20.700,2,0,9.936
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,20.700,2,0,9.936
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,488.646,3,0.1,86.870
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,5.560,2,0,1.446
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,47.120,8,0,20.733
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,211.960,4,0,8.478
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Binders,23.200,4,0,10.440
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Supplies,7.360,2,0,0.147
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,104.790,7,0,29.341
Same Day,Corporate,United States,Manchester,Connecticut,6040,East,Furniture,Bookcases,1043.920,4,0,271.419
Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper,25.920,5,0.2,9.396
Standard Class,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Storage,53.424,3,0.2,4.675
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,8.160,5,0.7,-5.712
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,1023.936,8,0.2,179.189
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,9.240,1,0.2,0.924
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,479.040,10,0.2,-29.940
First Class,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Paper,99.136,4,0.2,30.980
Standard Class,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,1488.424,7,0.3,-297.685
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,8.652,3,0.8,-20.332
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,23.832,3,0.2,2.681
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,12.176,4,0.8,-18.873
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,50.960,7,0,25.480
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,49.536,3,0.2,17.338
Second Class,Corporate,United States,Taylor,Michigan,48180,Central,Technology,Accessories,41.900,2,0,8.799
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Tables,375.458,3,0.45,-157.010
Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,83.976,3,0.2,-1.050
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Machines,482.340,4,0.7,-337.638
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,2.960,1,0.2,0.777
First Class,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,2.624,1,0.2,0.426
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,23.360,4,0.2,7.884
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,39.980,2,0,13.593
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Phones,246.384,2,0.2,27.718
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Technology,Copiers,1799.970,3,0,701.988
Second Class,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,12.462,3,0.8,-20.562
Standard Class,Home Office,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,75.792,3,0.2,25.580
Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,Storage,49.960,2,0,9.492
Second Class,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,Paper,12.960,2,0,6.221
Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Supplies,70.120,4,0,21.036
Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,35.952,3,0.2,3.595
Second Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Bookcases,2396.266,4,0.32,-317.153
Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,131.136,4,0.2,-32.784
Second Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,57.584,2,0.2,0.720
First Class,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Paper,9.568,2,0.2,3.468
